Organism_name	Isoniazid	Rifampicin	Ethambutol	Pyrazinamide	Streptomycin	Ciprofloxacin	Moxifloxacin	Ofloxacin	Amikacin	Capreomycin	Kanamycin	Prothionamide	Ethionamide	URL
SAMN05276556	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276558	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276559	S	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMN05276560	R	S	S	S	0	-	-	-	-	-	-	-	-	http://www.sciencedirect.com/science/article/pii/S221326001500466X
SAMEA2296953	R	R	R	R	R	No result	R	R	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2296954	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2296957	S	S	S	R	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2296958	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2296960	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2296961	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2296962	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2296963	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2296964	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2296965	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2296966	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2296967	R	S	S	S	R	S	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2296968	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2296969	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2296970	R	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2296971	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2296972	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2296973	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2296974	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2296975	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2296976	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2296977	S	S	S	S	R	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2296978	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2296979	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2296980	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2296982	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2296984	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2296985	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2296986	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2296987	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2296988	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2296989	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2296990	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2296992	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2296993	R	S	S	S	S	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2296994	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2296995	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2296996	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2296997	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2296998	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297000	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297001	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297002	S	S	R	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297003	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297004	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297005	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297006	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297007	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297008	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297010	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297011	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297012	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297013	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297014	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297015	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297016	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297017	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297018	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297019	S	S	S	R	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297020	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297021	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297022	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297023	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297024	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297025	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297026	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297028	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297029	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297030	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297031	S	S	S	R	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297032	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297033	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297034	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297035	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297036	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297037	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297038	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297039	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297040	S	R	S	S	S	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297041	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297042	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297043	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297044	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297045	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297046	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297047	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297048	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297049	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297050	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297051	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297052	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297054	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297058	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297060	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297061	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297062	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297063	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297064	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297065	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297068	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297069	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297071	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297075	R	S	S	R	S	No result	S	S	S	S	S	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297076	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297077	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297078	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297080	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
SAMEA2297081	S	S	S	S	S	No result	No result	No result	No result	No result	No result	No result	No result	http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00062-6/abstract
